Date,HomeTeam,AwayTeam,Played Value H,Played Value A,Total Value H,Total Value A,Attack H,Midfield H,Defense H,Goalie H,Attack A,Midfield A,Defense A,Goalie A,Attack Count H,Midfield Count H,Defense Count H,Goalie Count H,Attack Count A,Midfield Count A,Defense Count A,Goalie Count A,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,H_1,H_2,H_3,H_4,H_5,H_6,H_7,H_8,H_9,H_10,H_11,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,A_11
2016-09-24,Arsenal,Chelsea,,,,,,,,,,,,,,,,,,,,,3,0,H,3,0,H,M Oliver,14,9,5,2,9,11,9,1,0,2,0,0,Petr Cech,Héctor Bellerín,Laurent Koscielny,Nacho Monreal,Shkodran Mustafi,Mesut Özil,Theo Walcott,Alex Iwobi,Santi Cazorla,Francis Coquelin,Alexis Sánchez,Thibaut Courtois,Branislav Ivanovic,Gary Cahill,César Azpilicueta,David Luiz,Cesc Fàbregas,N'Golo Kanté,Eden Hazard,Willian,Nemanja Matic,Diego Costa
2016-09-24,AFC Bournemouth,Everton,,,,,,,,,,,,,,,,,,,,,1,0,H,1,0,H,R Madley,12,13,1,2,10,14,5,3,2,2,0,0,Artur Boruc,Simon Francis,Steve Cook,Charlie Daniels,Adam Smith,Andrew Surman,Harry Arter,Jordon Ibe,Junior Stanislas,Jack Wilshere,Callum Wilson,Maarten Stekelenburg,Ashley Williams,Phil Jagielka,Bryan Oviedo,Séamus Coleman,Yannick Bolasie,Ross Barkley,Kevin Mirallas,Idrissa Gueye,Gareth Barry,Romelu Lukaku
2016-09-24,Liverpool,Hull City,,,,,,,,,,,,,,,,,,,,,5,1,H,3,0,H,A Marriner,32,2,12,1,8,8,13,2,1,2,0,1,Loris Karius,Nathaniel Clyne,James Milner,Ragnar Klavan,Joel Matip,Georginio Wijnaldum,Jordan Henderson,Adam Lallana,Philippe Coutinho,Roberto Firmino,Sadio Mané,David Marshall,Andrew Robertson,Curtis Davies,Jake Livermore,Ahmed El Mohamady,Ryan Mason,Tom Huddlestone,Robert Snodgrass,Sam Clucas,Adama Diomande,Abel Hernández
2016-09-24,Manchester United,Leicester City,,,,,,,,,,,,,,,,,,,,,4,1,H,4,0,H,M Dean,16,10,7,3,9,12,8,6,0,2,0,0,David de Gea,Eric Bailly,Chris Smalling,Daley Blind,Luis Antonio Valencia,Paul Pogba,Juan Mata,Marcus Rashford,Jesse Lingard,Ander Herrera,Zlatan Ibrahimovic,Ron-Robert Zieler,Danny Simpson,Wes Morgan,Robert Huth,Christian Fuchs,Danny Drinkwater,Marc Albrighton,Daniel Amartey,Riyad Mahrez,Jamie Vardy,Islam Slimani
2016-09-24,Middlesbrough,Tottenham Hotspur,,,,,,,,,,,,,,,,,,,,,1,2,A,0,2,A,G Scott,6,19,2,5,14,9,2,10,2,1,0,0,Víctor Valdés,George Friend,Ben Gibson,Antonio Barragán,Calum Chambers,Gastón Ramírez,Cristhian Stuani,Adam Clayton,Marten de Roon,Stewart Downing,Álvaro Negredo,Hugo Lloris,Kyle Walker,Toby Alderweireld,Jan Vertonghen,Ben Davies,Victor Wanyama,Dele Alli,Christian Eriksen,Son Heung-Min,Vincent Janssen,Moussa Sissoko
2016-09-24,Stoke City,West Bromwich Albion,,,,,,,,,,,,,,,,,,,,,1,1,D,0,0,D,M Atkinson,12,9,2,3,9,13,6,6,3,4,0,0,Lee Grant,Erik Pieters,Glen Johnson,Bruno Martins Indi,Ryan Shawcross,Joe Allen,Glenn Whelan,Geoff Cameron,Marko Arnautovic,Wilfried Bony,Xherdan Shaqiri,Ben Foster,Allan-Roméo Nyom,Jonny Evans,Gareth McAuley,Craig Dawson,Claudio Yacob,Matt Phillips,James McClean,Nacer Chadli,Darren Fletcher,Salomón Rondón
2016-09-24,Sunderland,Crystal Palace,,,,,,,,,,,,,,,,,,,,,2,3,A,1,0,H,A Taylor,11,20,4,4,15,12,3,5,0,2,0,0,Jordan Pickford,Patrick van Aanholt,Papy Djilobodji,Javier Manquillo,Lamine Koné,Lee Cattermole,Didier Ndong,Jan Kirchhoff,Jermain Defoe,Steven Pienaar,Adnan Januzaj,Steve Mandanda,Joel Ward,James Tomkins,Damien Delaney,Martin Kelly,Yohan Cabaye,Andros Townsend,Joe Ledley,James McArthur,Jason Puncheon,Christian Benteke
2016-09-24,Swansea City,Manchester City,,,,,,,,,,,,,,,,,,,,,1,3,A,1,1,D,N Swarbrick,13,18,5,4,15,9,2,7,2,4,0,0,Lukasz Fabianski,Jordi Amat,Mike van der Hoorn,Angel Rangel,Kyle Naughton,Leon Britton,Leroy Fer,Wayne Routledge,Gylfi Sigurdsson,Jack Cork,Fernando Llorente,Claudio Bravo,Bacary Sagna,John Stones,Aleksandar Kolarov,Nicolás Otamendi,Raheem Sterling,Ilkay Gündogan,Kevin De Bruyne,David Silva,Fernandinho,Sergio Agüero
2016-09-25,West Ham United,Southampton,,,,,,,,,,,,,,,,,,,,,0,3,A,0,1,A,J Moss,13,18,1,9,9,14,6,2,5,2,0,0,Adrián,Håvard Nordtveit,Álvaro Arbeloa,Winston Reid,Angelo Ogbonna,Cheikhou Kouyaté,Mark Noble,Dimitri Payet,Manuel Lanzini,Michail Antonio,Simone Zaza,Fraser Forster,Cédric Soares,José Fonte,Virgil van Dijk,Ryan Bertrand,Oriol Romeu,Steven Davis,Dusan Tadic,Pierre-Emile Højbjerg,Charlie Austin,Nathan Redmond
2016-09-26,Burnley,Watford,,,,,,,,,,,,,,,,,,,,,2,0,H,1,0,H,M Jones,13,12,4,3,11,15,7,6,1,3,0,0,Tom Heaton,Matthew Lowton,Michael Keane,Ben Mee,Stephen Ward,Jóhann Gudmundsson,Dean Marney,Jeff Hendrick,Steven Defour,George Boyd,Sam Vokes,Heurelho Gomes,Miguel Britos,Sebastian Prödl,Nordin Amrabat,Craig Cathcart,José Holebas,Valon Behrami,Etienne Capoue,Roberto Pereyra,Troy Deeney,Odion Ighalo
2016-09-30,Everton,Crystal Palace,,,,,,,,,,,,,,,,,,,,,1,1,D,1,0,H,J Moss,13,10,3,2,16,11,10,9,5,4,0,0,Maarten Stekelenburg,Ashley Williams,Phil Jagielka,Bryan Oviedo,Séamus Coleman,Ross Barkley,Tom Cleverley,Idrissa Gueye,Gareth Barry,Yannick Bolasie,Romelu Lukaku,Steve Mandanda,Joel Ward,James Tomkins,Damien Delaney,Martin Kelly,Andros Townsend,Wilfried Zaha,Joe Ledley,James McArthur,Jason Puncheon,Christian Benteke
2016-10-01,Hull City,Chelsea,,,,,,,,,,,,,,,,,,,,,0,2,A,0,0,D,A Taylor,8,22,3,9,13,15,5,7,2,2,0,0,David Marshall,Andrew Robertson,Curtis Davies,David Meyler,Jake Livermore,Ryan Mason,Robert Snodgrass,Sam Clucas,Adama Diomande,Markus Henriksen,Dieumerci Mbokani Bezua,Thibaut Courtois,Gary Cahill,César Azpilicueta,David Luiz,Marcos Alonso,N'Golo Kanté,Victor Moses,Nemanja Matic,Eden Hazard,Willian,Diego Costa
2016-10-01,Sunderland,West Bromwich Albion,,,,,,,,,,,,,,,,,,,,,1,1,D,0,1,A,S Attwell,7,17,2,7,7,13,6,5,1,3,0,0,Jordan Pickford,Jason Denayer,John O'Shea,Javier Manquillo,Lamine Koné,Patrick McNair,Wahbi Khazri,Duncan Watmore,Didier Ndong,Jan Kirchhoff,Jermain Defoe,Ben Foster,Allan-Roméo Nyom,Jonny Evans,Gareth McAuley,Craig Dawson,Claudio Yacob,Matt Phillips,James McClean,Darren Fletcher,Salomón Rondón,Nacer Chadli
2016-10-01,Swansea City,Liverpool,,,,,,,,,,,,,,,,,,,,,1,2,A,1,0,H,M Oliver,8,18,3,6,11,9,3,10,2,2,0,0,Lukasz Fabianski,Jordi Amat,Mike van der Hoorn,Angel Rangel,Kyle Naughton,Leon Britton,Leroy Fer,Jack Cork,Borja Bastón,Wayne Routledge,Gylfi Sigurdsson,Loris Karius,Nathaniel Clyne,Dejan Lovren,James Milner,Joel Matip,Georginio Wijnaldum,Jordan Henderson,Adam Lallana,Philippe Coutinho,Roberto Firmino,Sadio Mané
2016-10-01,Watford,AFC Bournemouth,,,,,,,,,,,,,,,,,,,,,2,2,D,0,1,A,M Dean,17,11,7,2,17,12,4,5,3,4,0,0,Heurelho Gomes,Younes Kaboul,Sebastian Prödl,Juan Camilo Zuñiga,José Holebas,Valon Behrami,Etienne Capoue,Roberto Pereyra,Nordin Amrabat,Troy Deeney,Odion Ighalo,Artur Boruc,Simon Francis,Steve Cook,Charlie Daniels,Adam Smith,Andrew Surman,Harry Arter,Jordon Ibe,Junior Stanislas,Jack Wilshere,Callum Wilson
2016-10-01,West Ham United,Middlesbrough,,,,,,,,,,,,,,,,,,,,,1,1,D,0,0,D,N Swarbrick,19,9,2,3,13,12,4,5,2,3,0,0,Adrián,Winston Reid,James Collins,Angelo Ogbonna,Sam Byram,Cheikhou Kouyaté,Pedro Obiang,Mark Noble,Gökhan Töre,Dimitri Payet,Michail Antonio,Víctor Valdés,George Friend,Ben Gibson,Antonio Barragán,Calum Chambers,Cristhian Stuani,Marten de Roon,Stewart Downing,Adam Forshaw,Jordan Rhodes,Viktor Fischer
2016-10-02,Burnley,Arsenal,,,,,,,,,,,,,,,,,,,,,0,1,A,0,0,D,C Pawson,10,18,1,3,2,3,2,6,0,0,0,0,Tom Heaton,Matthew Lowton,Michael Keane,Ben Mee,Stephen Ward,Jóhann Gudmundsson,Dean Marney,Jeff Hendrick,Steven Defour,George Boyd,Sam Vokes,Petr Cech,Héctor Bellerín,Laurent Koscielny,Nacho Monreal,Shkodran Mustafi,Mesut Özil,Theo Walcott,Alex Iwobi,Santi Cazorla,Granit Xhaka,Alexis Sánchez
2016-10-02,Leicester City,Southampton,,,,,,,,,,,,,,,,,,,,,0,0,D,0,0,D,M Atkinson,9,11,1,5,9,9,3,6,1,0,0,0,Kasper Schmeichel,Danny Simpson,Wes Morgan,Robert Huth,Christian Fuchs,Danny Drinkwater,Marc Albrighton,Daniel Amartey,Riyad Mahrez,Jamie Vardy,Islam Slimani,Fraser Forster,Cédric Soares,José Fonte,Virgil van Dijk,Ryan Bertrand,Oriol Romeu,Steven Davis,Dusan Tadic,Pierre-Emile Højbjerg,Charlie Austin,Nathan Redmond
2016-10-02,Manchester United,Stoke City,,,,,,,,,,,,,,,,,,,,,1,1,D,0,0,D,R Madley,24,7,9,6,14,9,13,2,3,0,0,0,David de Gea,Eric Bailly,Chris Smalling,Daley Blind,Luis Antonio Valencia,Paul Pogba,Juan Mata,Marcus Rashford,Jesse Lingard,Ander Herrera,Zlatan Ibrahimovic,Lee Grant,Erik Pieters,Glen Johnson,Bruno Martins Indi,Ryan Shawcross,Joe Allen,Glenn Whelan,Marko Arnautovic,Geoff Cameron,Xherdan Shaqiri,Wilfried Bony
2016-10-02,Tottenham Hotspur,Manchester City,,,,,,,,,,,,,,,,,,,,,2,0,H,2,0,H,A Marriner,13,12,7,6,20,10,4,3,2,2,0,0,Hugo Lloris,Kyle Walker,Danny Rose,Toby Alderweireld,Jan Vertonghen,Erik Lamela,Victor Wanyama,Moussa Sissoko,Dele Alli,Christian Eriksen,Son Heung-Min,Claudio Bravo,John Stones,Pablo Zabaleta,Aleksandar Kolarov,Nicolás Otamendi,Fernando,Raheem Sterling,Jesús Navas,David Silva,Fernandinho,Sergio Agüero
2016-10-15,Arsenal,Swansea City,,,,,,,,,,,,,,,,,,,,,3,2,H,2,1,H,J Moss,16,13,6,6,7,10,5,6,0,1,1,0,Petr Cech,Héctor Bellerín,Laurent Koscielny,Nacho Monreal,Shkodran Mustafi,Mesut Özil,Theo Walcott,Alex Iwobi,Santi Cazorla,Granit Xhaka,Alexis Sánchez,Lukasz Fabianski,Jordi Amat,Neil Taylor,Federico Fernández,Kyle Naughton,Leon Britton,Wayne Routledge,Modou Barrow,Jack Cork,Leroy Fer,Gylfi Sigurdsson
2016-10-15,AFC Bournemouth,Hull City,,,,,,,,,,,,,,,,,,,,,6,1,H,3,1,H,L Mason,22,11,10,4,8,14,5,4,0,3,0,0,Artur Boruc,Simon Francis,Steve Cook,Charlie Daniels,Adam Smith,Andrew Surman,Harry Arter,Jordon Ibe,Junior Stanislas,Jack Wilshere,Callum Wilson,David Marshall,Andrew Robertson,Harry Maguire,Curtis Davies,Ahmed El Mohamady,Ryan Mason,Robert Snodgrass,Sam Clucas,Jake Livermore,Shaun Maloney,Will Keane
2016-10-15,Chelsea,Leicester City,,,,,,,,,,,,,,,,,,,,,3,0,H,2,0,H,A Marriner,16,5,6,0,6,12,8,5,1,1,0,0,Thibaut Courtois,Gary Cahill,César Azpilicueta,David Luiz,Marcos Alonso,N'Golo Kanté,Victor Moses,Nemanja Matic,Eden Hazard,Pedro,Diego Costa,Kasper Schmeichel,Luis Hernández,Wes Morgan,Robert Huth,Christian Fuchs,Danny Drinkwater,Marc Albrighton,Jeffrey Schlupp,Daniel Amartey,Jamie Vardy,Ahmed Musa
2016-10-15,Crystal Palace,West Ham United,,,,,,,,,,,,,,,,,,,,,0,1,A,0,1,A,M Atkinson,12,12,3,4,12,13,7,6,1,3,0,1,Steve Mandanda,Joel Ward,James Tomkins,Damien Delaney,Martin Kelly,Andros Townsend,Wilfried Zaha,Joe Ledley,James McArthur,Jason Puncheon,Christian Benteke,Adrián,Winston Reid,Cheikhou Kouyaté,Angelo Ogbonna,Aaron Cresswell,Pedro Obiang,Mark Noble,Michail Antonio,Simone Zaza,Dimitri Payet,Manuel Lanzini
2016-10-15,Manchester City,Everton,,,,,,,,,,,,,,,,,,,,,1,1,D,0,0,D,M Oliver,19,3,8,2,7,9,13,1,0,2,0,0,Claudio Bravo,John Stones,Gaël Clichy,Nicolás Otamendi,Raheem Sterling,Ilkay Gündogan,Leroy Sané,Fernandinho,Kevin De Bruyne,David Silva,Kelechi Iheanacho,Maarten Stekelenburg,Ashley Williams,Phil Jagielka,Bryan Oviedo,Séamus Coleman,Tom Cleverley,Idrissa Gueye,Gareth Barry,Yannick Bolasie,Gerard Deulofeu,Romelu Lukaku
2016-10-15,Stoke City,Sunderland,,,,,,,,,,,,,,,,,,,,,2,0,H,2,0,H,M Jones,18,11,6,1,10,13,6,4,1,1,0,0,Lee Grant,Phil Bardsley,Erik Pieters,Bruno Martins Indi,Ryan Shawcross,Joe Allen,Glenn Whelan,Marko Arnautovic,Geoff Cameron,Xherdan Shaqiri,Wilfried Bony,Jordan Pickford,Patrick van Aanholt,Papy Djilobodji,John O'Shea,Javier Manquillo,Patrick McNair,Jack Rodwell,Wahbi Khazri,Duncan Watmore,Didier Ndong,Jermain Defoe
2016-10-15,West Bromwich Albion,Tottenham Hotspur,,,,,,,,,,,,,,,,,,,,,1,1,D,0,0,D,K Friend,8,20,4,8,14,10,5,8,2,2,0,0,Ben Foster,Allan-Roméo Nyom,Jonny Evans,Gareth McAuley,Craig Dawson,Claudio Yacob,Matt Phillips,James McClean,Nacer Chadli,Darren Fletcher,Salomón Rondón,Hugo Lloris,Kyle Walker,Toby Alderweireld,Jan Vertonghen,Ben Davies,Erik Lamela,Victor Wanyama,Moussa Sissoko,Dele Alli,Christian Eriksen,Vincent Janssen
2016-10-16,Middlesbrough,Watford,,,,,,,,,,,,,,,,,,,,,0,1,A,0,0,D,R East,10,4,3,2,15,10,4,6,4,1,0,0,Víctor Valdés,George Friend,Ben Gibson,Antonio Barragán,Calum Chambers,Gastón Ramírez,Cristhian Stuani,Marten de Roon,Stewart Downing,Adam Forshaw,Álvaro Negredo,Heurelho Gomes,Miguel Britos,Younes Kaboul,Sebastian Prödl,Nordin Amrabat,José Holebas,Isaac Success,Valon Behrami,Etienne Capoue,Roberto Pereyra,Troy Deeney
2016-10-16,Southampton,Burnley,,,,,,,,,,,,,,,,,,,,,3,1,H,0,0,D,M Dean,34,6,14,1,11,10,8,4,1,2,0,0,Fraser Forster,José Fonte,Cuco Martina,Virgil van Dijk,Matt Targett,Jordy Clasie,Oriol Romeu,Steven Davis,Dusan Tadic,Charlie Austin,Nathan Redmond,Tom Heaton,Matthew Lowton,Michael Keane,Ben Mee,Stephen Ward,Jóhann Gudmundsson,Dean Marney,Jeff Hendrick,Steven Defour,George Boyd,Sam Vokes
2016-10-17,Liverpool,Manchester United,,,,,,,,,,,,,,,,,,,,,0,0,D,0,0,D,A Taylor,9,7,3,1,14,20,3,1,0,4,0,0,Loris Karius,Nathaniel Clyne,Dejan Lovren,James Milner,Joel Matip,Philippe Coutinho,Jordan Henderson,Emre Can,Roberto Firmino,Sadio Mané,Daniel Sturridge,David de Gea,Eric Bailly,Chris Smalling,Daley Blind,Luis Antonio Valencia,Paul Pogba,Marcus Rashford,Ashley Young,Ander Herrera,Marouane Fellaini,Zlatan Ibrahimovic
2016-10-22,Arsenal,Middlesbrough,,,,,,,,,,,,,,,,,,,,,0,0,D,0,0,D,M Dean,9,11,5,4,6,13,8,3,1,0,0,0,Petr Cech,Héctor Bellerín,Laurent Koscielny,Nacho Monreal,Shkodran Mustafi,Mohamed Elneny,Mesut Özil,Theo Walcott,Alex Iwobi,Francis Coquelin,Alexis Sánchez,Víctor Valdés,George Friend,Daniel Ayala,Ben Gibson,Antonio Barragán,Gastón Ramírez,Adam Clayton,Marten de Roon,Adam Forshaw,Adama Traoré,Álvaro Negredo
2016-10-22,AFC Bournemouth,Tottenham Hotspur,,,,,,,,,,,,,,,,,,,,,0,0,D,0,0,D,C Pawson,8,16,1,4,10,15,7,4,2,4,0,0,Artur Boruc,Simon Francis,Steve Cook,Charlie Daniels,Adam Smith,Dan Gosling,Harry Arter,Jordon Ibe,Joshua King,Jack Wilshere,Callum Wilson,Hugo Lloris,Kyle Walker,Danny Rose,Jan Vertonghen,Eric Dier,Erik Lamela,Victor Wanyama,Mousa Dembélé,Dele Alli,Christian Eriksen,Son Heung-Min
2016-10-22,Burnley,Everton,,,,,,,,,,,,,,,,,,,,,2,1,H,1,0,H,M Jones,9,20,3,8,16,15,2,8,2,3,0,0,Tom Heaton,Matthew Lowton,Michael Keane,Ben Mee,Stephen Ward,Jóhann Gudmundsson,Dean Marney,Michael Kightly,Jeff Hendrick,Sam Vokes,Scott Arfield,Maarten Stekelenburg,Ashley Williams,Phil Jagielka,Bryan Oviedo,Séamus Coleman,Ross Barkley,Idrissa Gueye,Gareth Barry,Yannick Bolasie,Romelu Lukaku,Kevin Mirallas
2016-10-22,Hull City,Stoke City,,,,,,,,,,,,,,,,,,,,,0,2,A,0,1,A,K Friend,9,12,2,6,16,8,5,7,2,3,0,0,David Marshall,Curtis Davies,Sam Clucas,Michael Dawson,Ahmed El Mohamady,Ryan Mason,Tom Huddlestone,David Meyler,Robert Snodgrass,Jake Livermore,Will Keane,Lee Grant,Phil Bardsley,Erik Pieters,Bruno Martins Indi,Ryan Shawcross,Joe Allen,Glenn Whelan,Marko Arnautovic,Geoff Cameron,Xherdan Shaqiri,Wilfried Bony
2016-10-22,Leicester City,Crystal Palace,,,,,,,,,,,,,,,,,,,,,3,1,H,1,0,H,M Oliver,17,23,4,7,10,8,8,8,0,0,0,0,Kasper Schmeichel,Danny Simpson,Wes Morgan,Robert Huth,Christian Fuchs,Danny Drinkwater,Andy King,Ahmed Musa,Riyad Mahrez,Islam Slimani,Shinji Okazaki,Steve Mandanda,Joel Ward,James Tomkins,Damien Delaney,Martin Kelly,Yohan Cabaye,Andros Townsend,Wilfried Zaha,Joe Ledley,James McArthur,Christian Benteke
2016-10-22,Liverpool,West Bromwich Albion,,,,,,,,,,,,,,,,,,,,,2,1,H,2,0,H,N Swarbrick,21,6,7,1,9,13,3,2,1,3,0,0,Loris Karius,Nathaniel Clyne,Dejan Lovren,James Milner,Joel Matip,Jordan Henderson,Adam Lallana,Emre Can,Philippe Coutinho,Roberto Firmino,Sadio Mané,Ben Foster,Allan-Roméo Nyom,Jonas Olsson,Gareth McAuley,Craig Dawson,Claudio Yacob,Matt Phillips,James McClean,Nacer Chadli,Darren Fletcher,Salomón Rondón
2016-10-22,Swansea City,Watford,,,,,,,,,,,,,,,,,,,,,0,0,D,0,0,D,P Tierney,11,10,5,2,15,16,7,2,2,1,0,0,Lukasz Fabianski,Mike van der Hoorn,Alfie Mawson,Kyle Naughton,Stephen Kingsley,Ki Sung-Yueng,Leon Britton,Wayne Routledge,Modou Barrow,Gylfi Sigurdsson,Borja Bastón,Heurelho Gomes,Miguel Britos,Younes Kaboul,Sebastian Prödl,Juan Camilo Zuñiga,José Holebas,Valon Behrami,Etienne Capoue,Roberto Pereyra,Troy Deeney,Odion Ighalo
2016-10-22,West Ham United,Sunderland,,,,,,,,,,,,,,,,,,,,,1,0,H,0,0,D,R Madley,20,10,3,2,10,13,6,2,2,5,0,0,Adrián,Winston Reid,Cheikhou Kouyaté,Angelo Ogbonna,Pedro Obiang,Mark Noble,Michail Antonio,Edimilson Fernandes,Simone Zaza,Dimitri Payet,Manuel Lanzini,Jordan Pickford,Patrick van Aanholt,John O'Shea,Javier Manquillo,Lamine Koné,Jack Rodwell,Wahbi Khazri,Duncan Watmore,Didier Ndong,Steven Pienaar,Jermain Defoe
2016-10-23,Chelsea,Manchester United,,,,,,,,,,,,,,,,,,,,,4,0,H,2,0,H,M Atkinson,14,16,6,5,7,17,5,7,3,2,0,0,Thibaut Courtois,Gary Cahill,César Azpilicueta,David Luiz,Marcos Alonso,N'Golo Kanté,Victor Moses,Nemanja Matic,Eden Hazard,Pedro,Diego Costa,David de Gea,Eric Bailly,Chris Smalling,Daley Blind,Luis Antonio Valencia,Paul Pogba,Marcus Rashford,Jesse Lingard,Ander Herrera,Marouane Fellaini,Zlatan Ibrahimovic
2016-10-23,Manchester City,Southampton,,,,,,,,,,,,,,,,,,,,,1,1,D,0,1,A,M Clattenburg,14,6,3,2,11,10,10,3,3,3,0,0,Claudio Bravo,Vincent Kompany,John Stones,Aleksandar Kolarov,Raheem Sterling,Ilkay Gündogan,Leroy Sané,Fernandinho,Sergio Agüero,Kevin De Bruyne,David Silva,Fraser Forster,José Fonte,Cuco Martina,Virgil van Dijk,Sam McQueen,Jordy Clasie,Oriol Romeu,Steven Davis,Dusan Tadic,Charlie Austin,Nathan Redmond
2016-10-29,Crystal Palace,Liverpool,,,,,,,,,,,,,,,,,,,,,2,4,A,2,3,A,A Marriner,7,17,6,10,15,5,3,3,1,2,0,0,Steve Mandanda,Joel Ward,James Tomkins,Scott Dann,Martin Kelly,Yohan Cabaye,Wilfried Zaha,Lee Chung-Yong,Joe Ledley,James McArthur,Christian Benteke,Loris Karius,Nathaniel Clyne,Dejan Lovren,Alberto Moreno,Joel Matip,Jordan Henderson,Adam Lallana,Emre Can,Philippe Coutinho,Roberto Firmino,Sadio Mané
2016-10-29,Manchester United,Burnley,,,,,,,,,,,,,,,,,,,,,0,0,D,0,0,D,M Clattenburg,37,7,11,1,12,9,19,1,1,3,1,0,David de Gea,Marcos Rojo,Daley Blind,Luke Shaw,Matteo Darmian,Paul Pogba,Juan Mata,Marcus Rashford,Jesse Lingard,Ander Herrera,Zlatan Ibrahimovic,Tom Heaton,Matthew Lowton,Michael Keane,Ben Mee,Stephen Ward,Jóhann Gudmundsson,Dean Marney,Jeff Hendrick,Scott Arfield,Andre Gray,Sam Vokes
2016-10-29,Middlesbrough,AFC Bournemouth,,,,,,,,,,,,,,,,,,,,,2,0,H,1,0,H,S Attwell,10,15,3,3,3,5,4,7,1,1,0,0,Víctor Valdés,George Friend,Ben Gibson,Antonio Barragán,Calum Chambers,Gastón Ramírez,Adam Clayton,Stewart Downing,Adam Forshaw,Adama Traoré,Álvaro Negredo,Artur Boruc,Simon Francis,Steve Cook,Charlie Daniels,Adam Smith,Andrew Surman,Harry Arter,Jordon Ibe,Joshua King,Jack Wilshere,Callum Wilson
2016-10-29,Sunderland,Arsenal,,,,,,,,,,,,,,,,,,,,,1,4,A,0,1,A,M Atkinson,3,21,1,7,9,13,0,8,4,3,0,0,Jordan Pickford,Billy Jones,Patrick van Aanholt,John O'Shea,Lamine Koné,Jack Rodwell,Wahbi Khazri,Duncan Watmore,Didier Ndong,Steven Pienaar,Jermain Defoe,Petr Cech,Héctor Bellerín,Kieran Gibbs,Laurent Koscielny,Shkodran Mustafi,Mohamed Elneny,Mesut Özil,Alex Oxlade-Chamberlain,Alex Iwobi,Francis Coquelin,Alexis Sánchez
2016-10-29,Tottenham Hotspur,Leicester City,,,,,,,,,,,,,,,,,,,,,1,1,D,1,0,H,R Madley,22,6,5,1,11,20,8,1,3,4,0,0,Hugo Lloris,Kyle Walker,Danny Rose,Jan Vertonghen,Eric Dier,Son Heung-Min,Victor Wanyama,Mousa Dembélé,Dele Alli,Christian Eriksen,Vincent Janssen,Kasper Schmeichel,Danny Simpson,Wes Morgan,Robert Huth,Christian Fuchs,Danny Drinkwater,Andy King,Ahmed Musa,Riyad Mahrez,Jamie Vardy,Shinji Okazaki
2016-10-29,Watford,Hull City,,,,,,,,,,,,,,,,,,,,,1,0,H,0,0,D,J Moss,22,8,0,2,13,8,7,2,1,2,0,0,Heurelho Gomes,Miguel Britos,Younes Kaboul,Sebastian Prödl,Nordin Amrabat,Valon Behrami,José Holebas,Etienne Capoue,Roberto Pereyra,Troy Deeney,Odion Ighalo,David Marshall,Harry Maguire,Curtis Davies,Michael Dawson,Ryan Mason,Sam Clucas,Jake Livermore,Markus Henriksen,Ahmed El Mohamady,Abel Hernández,Will Keane
2016-10-29,West Bromwich Albion,Manchester City,,,,,,,,,,,,,,,,,,,,,0,4,A,0,2,A,L Mason,9,21,1,8,17,10,1,7,4,3,0,0,Ben Foster,Allan-Roméo Nyom,Jonas Olsson,Gareth McAuley,Craig Dawson,Jonny Evans,Chris Brunt,James McClean,Nacer Chadli,Darren Fletcher,Salomón Rondón,Claudio Bravo,John Stones,Fernando,Aleksandar Kolarov,Nicolás Otamendi,Raheem Sterling,Ilkay Gündogan,Nolito,David Silva,Fernandinho,Sergio Agüero
2016-10-30,Everton,West Ham United,,,,,,,,,,,,,,,,,,,,,2,0,H,0,0,D,A Taylor,17,13,6,3,15,12,8,8,2,3,0,0,Joel Robles,Ashley Williams,Bryan Oviedo,Séamus Coleman,Ramiro Funes Mori,Yannick Bolasie,Ross Barkley,Kevin Mirallas,Idrissa Gueye,Gareth Barry,Romelu Lukaku,Adrián,Winston Reid,Cheikhou Kouyaté,Angelo Ogbonna,Aaron Cresswell,Pedro Obiang,Mark Noble,Edimilson Fernandes,Dimitri Payet,Manuel Lanzini,Michail Antonio
2016-10-30,Southampton,Chelsea,,,,,,,,,,,,,,,,,,,,,0,2,A,0,1,A,M Jones,9,13,1,7,13,16,7,3,0,0,0,0,Fraser Forster,José Fonte,Cuco Martina,Virgil van Dijk,Ryan Bertrand,Jordy Clasie,Oriol Romeu,Steven Davis,Dusan Tadic,Charlie Austin,Nathan Redmond,Thibaut Courtois,Gary Cahill,César Azpilicueta,David Luiz,Marcos Alonso,N'Golo Kanté,Victor Moses,Nemanja Matic,Eden Hazard,Pedro,Diego Costa
2016-10-31,Stoke City,Swansea City,,,,,,,,,,,,,,,,,,,,,3,1,H,1,1,D,M Oliver,17,14,4,6,7,14,6,4,2,0,0,0,Lee Grant,Phil Bardsley,Erik Pieters,Bruno Martins Indi,Ryan Shawcross,Joe Allen,Glenn Whelan,Marko Arnautovic,Charlie Adam,Xherdan Shaqiri,Wilfried Bony,Lukasz Fabianski,Neil Taylor,Mike van der Hoorn,Alfie Mawson,Kyle Naughton,Ki Sung-Yueng,Leroy Fer,Wayne Routledge,Modou Barrow,Gylfi Sigurdsson,Fernando Llorente
