Date,HomeTeam,AwayTeam,Played Value H,Played Value A,Total Value H,Total Value A,Attack H,Midfield H,Defense H,Goalie H,Attack A,Midfield A,Defense A,Goalie A,Attack Count H,Midfield Count H,Defense Count H,Goalie Count H,Attack Count A,Midfield Count A,Defense Count A,Goalie Count A,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,H_1,H_2,H_3,H_4,H_5,H_6,H_7,H_8,H_9,H_10,H_11,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,A_11
2017-09-17,Chelsea,Arsenal,,,,,,,,,,,,,,,,,,,,,0,0,D,0,0,D,M Oliver,13,11,4,2,11,15,5,1,1,3,1,0,Thibaut Courtois,Gary Cahill,César Azpilicueta,David Luiz,Marcos Alonso,Cesc Fàbregas,N'Golo Kanté,Victor Moses,Willian,Pedro,Álvaro Morata,Petr Cech,Laurent Koscielny,Nacho Monreal,Shkodran Mustafi,Héctor Bellerín,Aaron Ramsey,Sead Kolasinac,Granit Xhaka,Alexandre Lacazette,Alex Iwobi,Danny Welbeck
2017-09-17,Manchester United,Everton,,,,,,,,,,,,,,,,,,,,,4,0,H,1,0,H,A Marriner,16,7,7,3,15,14,4,1,1,1,0,0,David de Gea,Eric Bailly,Phil Jones,Ashley Young,Luis Antonio Valencia,Juan Mata,Marcus Rashford,Henrikh Mkhitaryan,Marouane Fellaini,Nemanja Matic,Romelu Lukaku,Jordan Pickford,Ashley Williams,Michael Keane,Phil Jagielka,Leighton Baines,Cuco Martina,Idrissa Gueye,Morgan Schneiderlin,Gylfi Sigurdsson,Wayne Rooney,Tom Davies
2017-09-23,Burnley,Huddersfield Town,,,,,,,,,,,,,,,,,,,,,0,0,D,0,0,D,C Kavanagh,5,9,3,2,9,13,3,4,3,2,0,0,Nick Pope,Matthew Lowton,James Tarkowski,Ben Mee,Stephen Ward,Jack Cork,Robbie Brady,Jeff Hendrick,Steven Defour,Scott Arfield,Chris Wood,Jonas Lössl,Tommy Smith,Chris Löwe,Zanka,Christopher Schindler,Jonathan Hogg,Elias Kachunga,Aaron Mooy,Tom Ince,Abdelhamid Sabiri,Laurent Depoitre
2017-09-23,Everton,AFC Bournemouth,,,,,,,,,,,,,,,,,,,,,2,1,H,0,0,D,M Atkinson,12,8,4,4,12,11,4,6,3,1,0,0,Jordan Pickford,Leighton Baines,Ashley Williams,Cuco Martina,Mason Holgate,Idrissa Gueye,Morgan Schneiderlin,Davy Klaassen,Dominic Calvert-Lewin,Wayne Rooney,Gylfi Sigurdsson,Asmir Begovic,Simon Francis,Nathan Aké,Charlie Daniels,Adam Smith,Dan Gosling,Andrew Surman,Jordon Ibe,Junior Stanislas,Jermain Defoe,Joshua King
2017-09-23,Leicester City,Liverpool,,,,,,,,,,,,,,,,,,,,,2,3,A,1,2,A,A Taylor,12,23,7,6,13,14,3,6,3,3,0,0,Kasper Schmeichel,Danny Simpson,Ben Chilwell,Wes Morgan,Harry Maguire,Andy King,Marc Albrighton,Wilfred Ndidi,Riyad Mahrez,Jamie Vardy,Shinji Okazaki,Simon Mignolet,Dejan Lovren,Joseph Gomez,Alberto Moreno,Joel Matip,Georginio Wijnaldum,Jordan Henderson,Emre Can,Philippe Coutinho,Roberto Firmino,Mohamed Salah
2017-09-23,Manchester City,Crystal Palace,,,,,,,,,,,,,,,,,,,,,5,0,H,1,0,H,N Swarbrick,25,5,9,0,6,7,8,2,3,1,0,0,Ederson,Kyle Walker,John Stones,Benjamin Mendy,Nicolás Otamendi,Kevin De Bruyne,David Silva,Fernandinho,Raheem Sterling,Sergio Agüero,Leroy Sané,Wayne Hennessey,Patrick van Aanholt,Scott Dann,Mamadou Sakho,Timothy Fosu-Mensah,Luka Milivojevic,Yohan Cabaye,Ruben Loftus-Cheek,Andros Townsend,Jeffrey Schlupp,Christian Benteke
2017-09-23,Southampton,Manchester United,,,,,,,,,,,,,,,,,,,,,0,1,A,0,1,A,C Pawson,14,9,4,4,12,9,8,4,1,4,0,0,Fraser Forster,Cédric Soares,Maya Yoshida,Ryan Bertrand,Wesley Hoedt,Oriol Romeu,Steven Davis,Dusan Tadic,Nathan Redmond,Mario Lemina,Shane Long,David de Gea,Eric Bailly,Phil Jones,Ashley Young,Luis Antonio Valencia,Juan Mata,Marcus Rashford,Henrikh Mkhitaryan,Marouane Fellaini,Nemanja Matic,Romelu Lukaku
2017-09-23,Stoke City,Chelsea,,,,,,,,,,,,,,,,,,,,,0,4,A,0,2,A,M Dean,13,7,2,4,5,14,5,0,2,2,0,0,Jack Butland,Erik Pieters,Glen Johnson,Bruno Martins Indi,Joe Allen,Mame Biram Diouf,Darren Fletcher,Ramadan Sobhi,Eric Maxim Choupo-Moting,Jesé,Xherdan Shaqiri,Thibaut Courtois,Antonio Rüdiger,Andreas Christensen,César Azpilicueta,Marcos Alonso,N'Golo Kanté,Tiemoué Bakayoko,Victor Moses,Willian,Pedro,Álvaro Morata
2017-09-23,Swansea City,Watford,,,,,,,,,,,,,,,,,,,,,1,2,A,0,1,A,L Mason,10,8,3,4,9,16,5,4,1,3,0,0,Lukasz Fabianski,Mike van der Hoorn,Alfie Mawson,Federico Fernández,Martin Olsson,Leroy Fer,Tom Carroll,Sam Clucas,Kyle Naughton,Wilfried Bony,Jordan Ayew,Heurelho Gomes,Adrian Mariappa,Kiko Femenía,José Holebas,Christian Kabasele,Tom Cleverley,Richarlison,Abdoulaye Doucouré,André Carrillo,Etienne Capoue,Andre Gray
2017-09-23,West Ham United,Tottenham Hotspur,,,,,,,,,,,,,,,,,,,,,2,3,A,0,2,A,M Oliver,10,15,4,5,10,20,4,3,4,2,0,1,Joe Hart,José Fonte,Winston Reid,Angelo Ogbonna,Aaron Cresswell,Pablo Zabaleta,Cheikhou Kouyaté,Mark Noble,Marko Arnautovic,Chicharito,Michail Antonio,Hugo Lloris,Toby Alderweireld,Jan Vertonghen,Davinson Sánchez,Eric Dier,Moussa Sissoko,Christian Eriksen,Serge Aurier,Ben Davies,Harry Kane,Dele Alli
2017-09-24,Brighton and Hove Albion,Newcastle United,,,,,,,,,,,,,,,,,,,,,1,0,H,0,0,D,A Marriner,7,17,3,5,6,8,2,8,2,1,0,0,Mat Ryan,Bruno,Shane Duffy,Lewis Dunk,Markus Suttner,Dale Stephens,Anthony Knockaert,Solly March,Davy Pröpper,Pascal Groß,Tomer Hemed,Robert Elliot,Ciaran Clark,Jamaal Lascelles,Chancel Mbemba,DeAndre Yedlin,Matt Ritchie,Isaac Hayden,Ayoze Pérez,Mikel Merino,Christian Atsu,Joselu
2017-09-25,Arsenal,West Bromwich Albion,,,,,,,,,,,,,,,,,,,,,2,0,H,1,0,H,R Madley,16,7,6,3,8,17,7,4,1,4,0,0,Petr Cech,Laurent Koscielny,Nacho Monreal,Shkodran Mustafi,Héctor Bellerín,Mohamed Elneny,Sead Kolasinac,Granit Xhaka,Alexis Sánchez,Aaron Ramsey,Alexandre Lacazette,Ben Foster,Jonny Evans,Craig Dawson,Ahmed Hegazi,Allan-Roméo Nyom,Kieran Gibbs,Jake Livermore,Gareth Barry,Grzegorz Krychowiak,Hal Robson-Kanu,Jay Rodriguez
2017-09-30,AFC Bournemouth,Leicester City,,,,,,,,,,,,,,,,,,,,,0,0,D,0,0,D,G Scott,19,8,4,1,6,10,7,5,1,0,0,0,Asmir Begovic,Simon Francis,Nathan Aké,Charlie Daniels,Adam Smith,Andrew Surman,Marc Pugh,Lewis Cook,Junior Stanislas,Jermain Defoe,Joshua King,Kasper Schmeichel,Danny Simpson,Wes Morgan,Harry Maguire,Christian Fuchs,Demarai Gray,Andy King,Marc Albrighton,Wilfred Ndidi,Jamie Vardy,Shinji Okazaki
2017-09-30,Chelsea,Manchester City,,,,,,,,,,,,,,,,,,,,,0,1,A,0,0,D,M Atkinson,4,17,2,6,8,13,4,8,0,2,0,0,Thibaut Courtois,Antonio Rüdiger,Andreas Christensen,Gary Cahill,Marcos Alonso,Cesc Fàbregas,N'Golo Kanté,Tiemoué Bakayoko,César Azpilicueta,Eden Hazard,Álvaro Morata,Ederson,Kyle Walker,John Stones,Fabian Delph,Nicolás Otamendi,Kevin De Bruyne,David Silva,Fernandinho,Raheem Sterling,Gabriel Jesus,Leroy Sané
2017-09-30,Huddersfield Town,Tottenham Hotspur,,,,,,,,,,,,,,,,,,,,,0,4,A,0,3,A,N Swarbrick,6,14,1,7,7,4,4,7,1,1,0,0,Jonas Lössl,Tommy Smith,Chris Löwe,Zanka,Christopher Schindler,Jonathan Hogg,Elias Kachunga,Aaron Mooy,Tom Ince,Rajiv van La Parra,Laurent Depoitre,Hugo Lloris,Toby Alderweireld,Jan Vertonghen,Davinson Sánchez,Kieran Trippier,Harry Winks,Eric Dier,Ben Davies,Harry Kane,Dele Alli,Christian Eriksen
2017-09-30,Manchester United,Crystal Palace,,,,,,,,,,,,,,,,,,,,,4,0,H,2,0,H,M Dean,18,6,7,1,6,9,6,5,0,0,0,0,David de Gea,Phil Jones,Chris Smalling,Ashley Young,Luis Antonio Valencia,Juan Mata,Marcus Rashford,Henrikh Mkhitaryan,Marouane Fellaini,Nemanja Matic,Romelu Lukaku,Wayne Hennessey,Joel Ward,Patrick van Aanholt,Mamadou Sakho,Damien Delaney,Luka Milivojevic,Yohan Cabaye,Jason Puncheon,Andros Townsend,Jeffrey Schlupp,Bakary Sako
2017-09-30,Stoke City,Southampton,,,,,,,,,,,,,,,,,,,,,2,1,H,1,0,H,M Jones,17,21,6,3,11,10,5,6,1,2,0,0,Jack Butland,Kevin Wimmer,Kurt Zouma,Geoff Cameron,Erik Pieters,Joe Allen,Mame Biram Diouf,Darren Fletcher,Eric Maxim Choupo-Moting,Saido Berahino,Xherdan Shaqiri,Fraser Forster,Cédric Soares,Maya Yoshida,Ryan Bertrand,Virgil van Dijk,Oriol Romeu,Steven Davis,Dusan Tadic,Nathan Redmond,Mario Lemina,Shane Long
2017-09-30,West Bromwich Albion,Watford,,,,,,,,,,,,,,,,,,,,,2,2,D,2,1,H,M Oliver,9,15,4,3,12,11,7,6,3,0,0,0,Ben Foster,Kieran Gibbs,Jonny Evans,Craig Dawson,Ahmed Hegazi,Matt Phillips,Chris Brunt,Gareth Barry,Jay Rodriguez,Grzegorz Krychowiak,Salomón Rondón,Heurelho Gomes,Adrian Mariappa,Kiko Femenía,José Holebas,Christian Kabasele,Tom Cleverley,Richarlison,Abdoulaye Doucouré,André Carrillo,Etienne Capoue,Troy Deeney
2017-09-30,West Ham United,Swansea City,,,,,,,,,,,,,,,,,,,,,1,0,H,0,0,D,R East,9,6,4,1,15,13,2,1,3,2,0,0,Joe Hart,Aaron Cresswell,José Fonte,Pablo Zabaleta,Winston Reid,Cheikhou Kouyaté,Mark Noble,André Ayew,Michail Antonio,Chicharito,Andy Carroll,Lukasz Fabianski,Martin Olsson,Federico Fernández,Alfie Mawson,Kyle Naughton,Leon Britton,Tom Carroll,Jordan Ayew,Renato Sanches,Wilfried Bony,Tammy Abraham
2017-10-01,Arsenal,Brighton and Hove Albion,,,,,,,,,,,,,,,,,,,,,2,0,H,1,0,H,K Friend,25,9,12,1,7,8,6,5,0,2,0,0,Petr Cech,Rob Holding,Nacho Monreal,Shkodran Mustafi,Héctor Bellerín,Aaron Ramsey,Sead Kolasinac,Granit Xhaka,Alexis Sánchez,Alexandre Lacazette,Alex Iwobi,Mat Ryan,Bruno,Gaëtan Bong,Shane Duffy,Lewis Dunk,Dale Stephens,Pascal Groß,José Izquierdo,Solly March,Davy Pröpper,Isaiah Brown
2017-10-01,Everton,Burnley,,,,,,,,,,,,,,,,,,,,,0,1,A,0,1,A,J Moss,23,5,4,2,14,7,9,3,2,2,0,0,Jordan Pickford,Leighton Baines,Michael Keane,Ashley Williams,Cuco Martina,Gylfi Sigurdsson,Idrissa Gueye,Morgan Schneiderlin,Nikola Vlasic,Dominic Calvert-Lewin,Oumar Niasse,Nick Pope,Matthew Lowton,James Tarkowski,Ben Mee,Stephen Ward,Jack Cork,Robbie Brady,Steven Defour,Scott Arfield,Chris Wood,Jeff Hendrick
2017-10-01,Newcastle United,Liverpool,,,,,,,,,,,,,,,,,,,,,1,1,D,1,1,D,C Pawson,8,17,5,2,11,6,1,5,1,1,0,0,Robert Elliot,Ciaran Clark,Jamaal Lascelles,Javier Manquillo,DeAndre Yedlin,Jonjo Shelvey,Matt Ritchie,Ayoze Pérez,Mikel Merino,Christian Atsu,Joselu,Simon Mignolet,Dejan Lovren,Joseph Gomez,Alberto Moreno,Joel Matip,Philippe Coutinho,Georginio Wijnaldum,Jordan Henderson,Sadio Mané,Mohamed Salah,Daniel Sturridge
2017-10-14,Burnley,West Ham United,,,,,,,,,,,,,,,,,,,,,1,1,D,0,1,A,S Attwell,20,8,5,6,11,14,7,4,2,2,0,1,Nick Pope,Matthew Lowton,James Tarkowski,Ben Mee,Stephen Ward,Jack Cork,Robbie Brady,Steven Defour,Scott Arfield,Chris Wood,Jeff Hendrick,Joe Hart,Aaron Cresswell,José Fonte,Pablo Zabaleta,Winston Reid,Marko Arnautovic,Cheikhou Kouyaté,Manuel Lanzini,Michail Antonio,Andy Carroll,Chicharito
2017-10-14,Crystal Palace,Chelsea,,,,,,,,,,,,,,,,,,,,,2,1,H,2,1,H,A Marriner,14,15,5,5,7,6,5,8,2,1,0,0,Julian Speroni,Joel Ward,Patrick van Aanholt,Scott Dann,Mamadou Sakho,Luka Milivojevic,Yohan Cabaye,Jeffrey Schlupp,James McArthur,Andros Townsend,Wilfried Zaha,Thibaut Courtois,Gary Cahill,César Azpilicueta,David Luiz,Marcos Alonso,Cesc Fàbregas,Tiemoué Bakayoko,Victor Moses,Eden Hazard,Willian,Michy Batshuayi
2017-10-14,Liverpool,Manchester United,,,,,,,,,,,,,,,,,,,,,0,0,D,0,0,D,M Atkinson,19,6,5,1,7,13,7,3,0,2,0,0,Simon Mignolet,Dejan Lovren,Joseph Gomez,Alberto Moreno,Joel Matip,Georginio Wijnaldum,Jordan Henderson,Emre Can,Philippe Coutinho,Roberto Firmino,Mohamed Salah,David de Gea,Phil Jones,Chris Smalling,Luis Antonio Valencia,Matteo Darmian,Anthony Martial,Ashley Young,Ander Herrera,Henrikh Mkhitaryan,Nemanja Matic,Romelu Lukaku
2017-10-14,Manchester City,Stoke City,,,,,,,,,,,,,,,,,,,,,7,2,H,3,1,H,C Pawson,20,5,11,1,5,8,5,0,0,1,0,0,Ederson,Kyle Walker,John Stones,Fabian Delph,Nicolás Otamendi,Kevin De Bruyne,David Silva,Fernandinho,Raheem Sterling,Gabriel Jesus,Leroy Sané,Jack Butland,Erik Pieters,Kevin Wimmer,Kurt Zouma,Thomas Edwards,Eric Maxim Choupo-Moting,Mame Biram Diouf,Geoff Cameron,Darren Fletcher,Jesé,Xherdan Shaqiri
2017-10-14,Swansea City,Huddersfield Town,,,,,,,,,,,,,,,,,,,,,2,0,H,1,0,H,P Tierney,7,7,3,2,12,16,5,3,1,5,0,0,Lukasz Fabianski,Martin Olsson,Alfie Mawson,Federico Fernández,Kyle Naughton,Leon Britton,Leroy Fer,Tom Carroll,Tammy Abraham,Luciano Narsingh,Jordan Ayew,Jonas Lössl,Tommy Smith,Scott Malone,Zanka,Christopher Schindler,Jonathan Hogg,Philip Billing,Elias Kachunga,Tom Ince,Rajiv van La Parra,Laurent Depoitre
2017-10-14,Tottenham Hotspur,AFC Bournemouth,,,,,,,,,,,,,,,,,,,,,1,0,H,0,0,D,R Madley,18,5,6,1,9,7,9,5,1,3,0,0,Hugo Lloris,Kieran Trippier,Toby Alderweireld,Jan Vertonghen,Davinson Sánchez,Son Heung-Min,Harry Winks,Eric Dier,Dele Alli,Christian Eriksen,Harry Kane,Asmir Begovic,Simon Francis,Steve Cook,Nathan Aké,Andrew Surman,Charlie Daniels,Adam Smith,Lewis Cook,Junior Stanislas,Dan Gosling,Joshua King
2017-10-14,Watford,Arsenal,,,,,,,,,,,,,,,,,,,,,2,1,H,0,1,A,N Swarbrick,11,9,2,6,8,10,2,5,1,0,0,0,Heurelho Gomes,Miguel Britos,Adrian Mariappa,Christian Kabasele,Tom Cleverley,Abdoulaye Doucouré,Kiko Femenía,José Holebas,Richarlison,Andre Gray,Roberto Pereyra,Petr Cech,Per Mertesacker,Laurent Koscielny,Nacho Monreal,Héctor Bellerín,Mohamed Elneny,Sead Kolasinac,Granit Xhaka,Alexandre Lacazette,Alex Iwobi,Danny Welbeck
2017-10-15,Brighton and Hove Albion,Everton,,,,,,,,,,,,,,,,,,,,,1,1,D,0,0,D,M Oliver,12,13,3,6,12,10,7,1,4,1,0,0,Mat Ryan,Bruno,Shane Duffy,Lewis Dunk,Markus Suttner,Dale Stephens,Anthony Knockaert,Solly March,Davy Pröpper,Pascal Groß,Glenn Murray,Jordan Pickford,Leighton Baines,Michael Keane,Phil Jagielka,Mason Holgate,Dominic Calvert-Lewin,Gylfi Sigurdsson,Idrissa Gueye,Morgan Schneiderlin,Nikola Vlasic,Wayne Rooney
2017-10-15,Southampton,Newcastle United,,,,,,,,,,,,,,,,,,,,,2,2,D,0,1,A,K Friend,12,19,2,5,11,12,3,8,1,2,0,0,Fraser Forster,Cédric Soares,Maya Yoshida,Ryan Bertrand,Virgil van Dijk,Oriol Romeu,Dusan Tadic,Nathan Redmond,Mario Lemina,Shane Long,Manolo Gabbiadini,Robert Elliot,Jamaal Lascelles,Javier Manquillo,Florian Lejeune,DeAndre Yedlin,Jonjo Shelvey,Matt Ritchie,Isaac Hayden,Christian Atsu,Ayoze Pérez,Joselu
2017-10-16,Leicester City,West Bromwich Albion,,,,,,,,,,,,,,,,,,,,,1,1,D,0,0,D,M Dean,11,5,3,1,13,6,4,1,2,2,0,0,Kasper Schmeichel,Danny Simpson,Wes Morgan,Harry Maguire,Christian Fuchs,Marc Albrighton,Vicente Iborra,Wilfred Ndidi,Riyad Mahrez,Jamie Vardy,Kelechi Iheanacho,Boaz Myhill,Kieran Gibbs,Jonny Evans,Craig Dawson,Ahmed Hegazi,Jake Livermore,Gareth Barry,Grzegorz Krychowiak,Salomón Rondón,Jay Rodriguez,Nacer Chadli
2017-10-20,West Ham United,Brighton and Hove Albion,,,,,,,,,,,,,,,,,,,,,0,3,A,0,2,A,M Atkinson,16,7,2,5,5,13,10,3,1,0,0,0,Joe Hart,José Fonte,Pablo Zabaleta,Winston Reid,Arthur Masuaku,Marko Arnautovic,Cheikhou Kouyaté,Manuel Lanzini,Pedro Obiang,Michail Antonio,Chicharito,Mat Ryan,Bruno,Gaëtan Bong,Shane Duffy,Lewis Dunk,Dale Stephens,Anthony Knockaert,José Izquierdo,Davy Pröpper,Pascal Groß,Glenn Murray
2017-10-21,Chelsea,Watford,,,,,,,,,,,,,,,,,,,,,4,2,H,1,1,D,J Moss,14,16,8,5,13,16,6,6,2,3,0,0,Thibaut Courtois,Antonio Rüdiger,Gary Cahill,David Luiz,Marcos Alonso,Cesc Fàbregas,Tiemoué Bakayoko,César Azpilicueta,Eden Hazard,Pedro,Álvaro Morata,Heurelho Gomes,Miguel Britos,Adrian Mariappa,Christian Kabasele,Tom Cleverley,Abdoulaye Doucouré,Kiko Femenía,José Holebas,Troy Deeney,Richarlison,Roberto Pereyra
2017-10-21,Huddersfield Town,Manchester United,,,,,,,,,,,,,,,,,,,,,2,1,H,2,0,H,L Mason,5,9,3,3,10,12,4,7,4,2,0,0,Jonas Lössl,Tommy Smith,Chris Löwe,Zanka,Christopher Schindler,Jonathan Hogg,Elias Kachunga,Aaron Mooy,Tom Ince,Danny Williams,Laurent Depoitre,David de Gea,Phil Jones,Chris Smalling,Ashley Young,Luis Antonio Valencia,Juan Mata,Anthony Martial,Jesse Lingard,Ander Herrera,Nemanja Matic,Romelu Lukaku
2017-10-21,Manchester City,Burnley,,,,,,,,,,,,,,,,,,,,,3,0,H,1,0,H,R East,15,6,10,0,10,6,4,5,2,3,0,0,Ederson,Kyle Walker,John Stones,Fabian Delph,Nicolás Otamendi,Kevin De Bruyne,David Silva,Fernandinho,Sergio Agüero,Leroy Sané,Bernardo Silva,Nick Pope,Matthew Lowton,James Tarkowski,Ben Mee,Stephen Ward,Jack Cork,Robbie Brady,Steven Defour,Scott Arfield,Chris Wood,Jeff Hendrick
2017-10-21,Newcastle United,Crystal Palace,,,,,,,,,,,,,,,,,,,,,1,0,H,0,0,D,S Attwell,7,10,3,0,12,14,3,5,4,2,0,0,Robert Elliot,Jamaal Lascelles,Javier Manquillo,Florian Lejeune,DeAndre Yedlin,Jonjo Shelvey,Matt Ritchie,Isaac Hayden,Ayoze Pérez,Christian Atsu,Joselu,Julian Speroni,Joel Ward,Patrick van Aanholt,Scott Dann,Mamadou Sakho,Luka Milivojevic,Yohan Cabaye,Jeffrey Schlupp,James McArthur,Andros Townsend,Wilfried Zaha
2017-10-21,Southampton,West Bromwich Albion,,,,,,,,,,,,,,,,,,,,,1,0,H,0,0,D,G Scott,20,7,6,2,10,8,8,3,0,1,0,0,Fraser Forster,Cédric Soares,Maya Yoshida,Ryan Bertrand,Virgil van Dijk,Oriol Romeu,Steven Davis,Dusan Tadic,Mario Lemina,Shane Long,Manolo Gabbiadini,Ben Foster,Kieran Gibbs,Jonny Evans,Craig Dawson,Ahmed Hegazi,Jake Livermore,Gareth Barry,Jay Rodriguez,Grzegorz Krychowiak,Nacer Chadli,Salomón Rondón
2017-10-21,Stoke City,AFC Bournemouth,,,,,,,,,,,,,,,,,,,,,1,2,A,0,2,A,L Probert,10,7,2,3,17,10,8,3,0,1,0,0,Jack Butland,Kurt Zouma,Ryan Shawcross,Geoff Cameron,Erik Pieters,Joe Allen,Glen Johnson,Darren Fletcher,Eric Maxim Choupo-Moting,Jesé,Mame Biram Diouf,Asmir Begovic,Simon Francis,Nathan Aké,Charlie Daniels,Adam Smith,Andrew Surman,Jordon Ibe,Lewis Cook,Junior Stanislas,Benik Afobe,Lys Mousset
2017-10-21,Swansea City,Leicester City,,,,,,,,,,,,,,,,,,,,,1,2,A,0,1,A,M Oliver,19,11,4,6,6,9,7,6,0,1,0,0,Lukasz Fabianski,Martin Olsson,Alfie Mawson,Federico Fernández,Kyle Naughton,Leon Britton,Tom Carroll,Renato Sanches,Tammy Abraham,Luciano Narsingh,Jordan Ayew,Kasper Schmeichel,Danny Simpson,Wes Morgan,Harry Maguire,Christian Fuchs,Marc Albrighton,Vicente Iborra,Wilfred Ndidi,Riyad Mahrez,Jamie Vardy,Shinji Okazaki
2017-10-22,Everton,Arsenal,,,,,,,,,,,,,,,,,,,,,2,5,A,1,1,D,C Pawson,8,30,3,14,14,14,0,7,1,1,1,0,Jordan Pickford,Ashley Williams,Michael Keane,Phil Jagielka,Leighton Baines,Idrissa Gueye,Nikola Vlasic,Jonjoe Kenny,Dominic Calvert-Lewin,Gylfi Sigurdsson,Wayne Rooney,Petr Cech,Per Mertesacker,Laurent Koscielny,Nacho Monreal,Héctor Bellerín,Aaron Ramsey,Sead Kolasinac,Granit Xhaka,Alexis Sánchez,Alexandre Lacazette,Mesut Özil
2017-10-22,Tottenham Hotspur,Liverpool,,,,,,,,,,,,,,,,,,,,,4,1,H,3,1,H,A Marriner,14,12,6,7,2,8,3,5,0,1,0,0,Hugo Lloris,Toby Alderweireld,Jan Vertonghen,Davinson Sánchez,Kieran Trippier,Harry Winks,Dele Alli,Christian Eriksen,Serge Aurier,Son Heung-Min,Harry Kane,Simon Mignolet,Dejan Lovren,Joseph Gomez,Alberto Moreno,Joel Matip,James Milner,Jordan Henderson,Emre Can,Philippe Coutinho,Roberto Firmino,Mohamed Salah
2017-10-28,Arsenal,Swansea City,,,,,,,,,,,,,,,,,,,,,2,1,H,0,1,A,L Mason,17,4,5,2,9,9,5,2,0,0,0,0,Petr Cech,Per Mertesacker,Laurent Koscielny,Nacho Monreal,Héctor Bellerín,Aaron Ramsey,Sead Kolasinac,Granit Xhaka,Alexis Sánchez,Alexandre Lacazette,Mesut Özil,Lukasz Fabianski,Mike van der Hoorn,Federico Fernández,Alfie Mawson,Ki Sung-Yueng,Leroy Fer,Tom Carroll,Sam Clucas,Kyle Naughton,Tammy Abraham,Jordan Ayew
2017-10-28,AFC Bournemouth,Chelsea,,,,,,,,,,,,,,,,,,,,,0,1,A,0,0,D,C Pawson,7,18,1,5,5,5,5,5,2,0,0,0,Asmir Begovic,Simon Francis,Steve Cook,Nathan Aké,Andrew Surman,Charlie Daniels,Adam Smith,Lewis Cook,Benik Afobe,Jermain Defoe,Junior Stanislas,Thibaut Courtois,Antonio Rüdiger,César Azpilicueta,David Luiz,Marcos Alonso,Cesc Fàbregas,Tiemoué Bakayoko,Davide Zappacosta,Eden Hazard,Pedro,Álvaro Morata
2017-10-28,Crystal Palace,West Ham United,,,,,,,,,,,,,,,,,,,,,2,2,D,0,2,A,R Madley,19,6,9,2,18,15,11,2,1,2,0,0,Julian Speroni,Joel Ward,Patrick van Aanholt,James Tomkins,Scott Dann,Luka Milivojevic,Yohan Cabaye,Ruben Loftus-Cheek,Jeffrey Schlupp,Andros Townsend,Wilfried Zaha,Joe Hart,José Fonte,Cheikhou Kouyaté,Angelo Ogbonna,Aaron Cresswell,Pablo Zabaleta,Manuel Lanzini,Mark Noble,Edimilson Fernandes,Chicharito,André Ayew
2017-10-28,Liverpool,Huddersfield Town,,,,,,,,,,,,,,,,,,,,,3,0,H,0,0,D,K Friend,16,1,8,0,10,8,9,2,0,1,0,0,Simon Mignolet,Joseph Gomez,Ragnar Klavan,Alberto Moreno,Joel Matip,Georginio Wijnaldum,James Milner,Jordan Henderson,Roberto Firmino,Mohamed Salah,Daniel Sturridge,Jonas Lössl,Tommy Smith,Chris Löwe,Zanka,Christopher Schindler,Jonathan Hogg,Aaron Mooy,Tom Ince,Rajiv van La Parra,Danny Williams,Laurent Depoitre
2017-10-28,Manchester United,Tottenham Hotspur,,,,,,,,,,,,,,,,,,,,,1,0,H,0,0,D,J Moss,11,13,3,4,12,14,6,3,1,0,0,0,David de Gea,Eric Bailly,Phil Jones,Chris Smalling,Ashley Young,Ander Herrera,Luis Antonio Valencia,Nemanja Matic,Romelu Lukaku,Marcus Rashford,Henrikh Mkhitaryan,Hugo Lloris,Toby Alderweireld,Jan Vertonghen,Eric Dier,Harry Winks,Moussa Sissoko,Christian Eriksen,Serge Aurier,Ben Davies,Son Heung-Min,Dele Alli
2017-10-28,Watford,Stoke City,,,,,,,,,,,,,,,,,,,,,0,1,A,0,1,A,M Oliver,13,6,0,2,10,9,8,1,4,4,0,0,Heurelho Gomes,Miguel Britos,Kiko Femenía,José Holebas,Christian Kabasele,Tom Cleverley,Richarlison,Abdoulaye Doucouré,André Carrillo,Etienne Capoue,Troy Deeney,Jack Butland,Kevin Wimmer,Kurt Zouma,Ryan Shawcross,Erik Pieters,Joe Allen,Mame Biram Diouf,Darren Fletcher,Eric Maxim Choupo-Moting,Xherdan Shaqiri,Ramadan Sobhi
2017-10-28,West Bromwich Albion,Manchester City,,,,,,,,,,,,,,,,,,,,,2,3,A,1,2,A,M Jones,6,15,4,5,10,7,1,2,2,3,0,0,Ben Foster,Jonny Evans,Gareth McAuley,Ahmed Hegazi,Allan-Roméo Nyom,Kieran Gibbs,Jake Livermore,Gareth Barry,Grzegorz Krychowiak,Salomón Rondón,Jay Rodriguez,Ederson,Kyle Walker,John Stones,Fabian Delph,Nicolás Otamendi,Kevin De Bruyne,David Silva,Fernandinho,Gabriel Jesus,Leroy Sané,Bernardo Silva
