Date,HomeTeam,AwayTeam,Played Value H,Played Value A,Total Value H,Total Value A,Attack H,Midfield H,Defense H,Goalie H,Attack A,Midfield A,Defense A,Goalie A,Attack Count H,Midfield Count H,Defense Count H,Goalie Count H,Attack Count A,Midfield Count A,Defense Count A,Goalie Count A,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,H_1,H_2,H_3,H_4,H_5,H_6,H_7,H_8,H_9,H_10,H_11,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,A_11
2017-08-19,AFC Bournemouth,Watford,,,,,,,,,,,,,,,,,,,,,0,2,A,0,0,D,R East,6,19,2,7,6,14,8,5,1,3,0,0,Asmir Begovic,Steve Cook,Nathan Aké,Charlie Daniels,Adam Smith,Andrew Surman,Harry Arter,Jordon Ibe,Ryan Fraser,Benik Afobe,Joshua King,Heurelho Gomes,Miguel Britos,Sebastian Prödl,Kiko Femenía,José Holebas,Tom Cleverley,Nathaniel Chalobah,Abdoulaye Doucouré,Nordin Amrabat,Richarlison,Andre Gray
2017-08-19,Burnley,West Bromwich Albion,,,,,,,,,,,,,,,,,,,,,0,1,A,0,0,D,M Atkinson,20,8,0,1,11,11,5,5,1,0,0,1,Tom Heaton,Matthew Lowton,James Tarkowski,Ben Mee,Stephen Ward,Jack Cork,Jóhann Gudmundsson,Robbie Brady,Steven Defour,Sam Vokes,Jeff Hendrick,Ben Foster,Allan-Roméo Nyom,Chris Brunt,Craig Dawson,Ahmed Hegazi,Jake Livermore,Matt Phillips,James McClean,Gareth Barry,Sam Field,Jay Rodriguez
2017-08-19,Leicester City,Brighton and Hove Albion,,,,,,,,,,,,,,,,,,,,,2,0,H,1,0,H,L Probert,14,5,4,2,8,10,6,2,1,0,0,0,Kasper Schmeichel,Danny Simpson,Wes Morgan,Harry Maguire,Christian Fuchs,Marc Albrighton,Matty James,Wilfred Ndidi,Riyad Mahrez,Jamie Vardy,Shinji Okazaki,Mat Ryan,Bruno,Shane Duffy,Lewis Dunk,Markus Suttner,Dale Stephens,Jamie Murphy,Solly March,Davy Pröpper,Pascal Groß,Glenn Murray
2017-08-19,Liverpool,Crystal Palace,,,,,,,,,,,,,,,,,,,,,1,0,H,0,0,D,K Friend,23,4,13,1,12,13,4,2,1,3,0,0,Simon Mignolet,Joseph Gomez,Ragnar Klavan,Andrew Robertson,Joel Matip,Georginio Wijnaldum,James Milner,Jordan Henderson,Roberto Firmino,Sadio Mané,Daniel Sturridge,Wayne Hennessey,James Tomkins,Scott Dann,Timothy Fosu-Mensah,Joel Ward,Patrick van Aanholt,Luka Milivojevic,Ruben Loftus-Cheek,Jason Puncheon,Andros Townsend,Christian Benteke
2017-08-19,Southampton,West Ham United,,,,,,,,,,,,,,,,,,,,,3,2,H,2,1,H,L Mason,14,16,5,8,18,10,7,2,1,1,0,1,Fraser Forster,Cédric Soares,Ryan Bertrand,Maya Yoshida,Jack Stephens,Oriol Romeu,Steven Davis,Dusan Tadic,Nathan Redmond,Mario Lemina,Manolo Gabbiadini,Joe Hart,Aaron Cresswell,José Fonte,Pablo Zabaleta,Angelo Ogbonna,Marko Arnautovic,Mark Noble,André Ayew,Michail Antonio,Declan Rice,Chicharito
2017-08-19,Stoke City,Arsenal,,,,,,,,,,,,,,,,,,,,,1,0,H,0,0,D,A Marriner,11,18,4,6,6,11,2,9,0,0,0,0,Jack Butland,Kurt Zouma,Ryan Shawcross,Geoff Cameron,Erik Pieters,Joe Allen,Mame Biram Diouf,Darren Fletcher,Eric Maxim Choupo-Moting,Jesé,Xherdan Shaqiri,Petr Cech,Nacho Monreal,Shkodran Mustafi,Sead Kolasinac,Héctor Bellerín,Aaron Ramsey,Alex Oxlade-Chamberlain,Granit Xhaka,Alexandre Lacazette,Mesut Özil,Danny Welbeck
2017-08-19,Swansea City,Manchester United,,,,,,,,,,,,,,,,,,,,,0,4,A,0,1,A,J Moss,6,17,1,8,12,11,3,5,1,1,0,0,Lukasz Fabianski,Alfie Mawson,Federico Fernández,Kyle Bartley,Martin Olsson,Leroy Fer,Tom Carroll,Kyle Naughton,Roque Mesa,Tammy Abraham,Jordan Ayew,David de Gea,Eric Bailly,Phil Jones,Daley Blind,Luis Antonio Valencia,Paul Pogba,Juan Mata,Marcus Rashford,Henrikh Mkhitaryan,Nemanja Matic,Romelu Lukaku
2017-08-20,Huddersfield Town,Newcastle United,,,,,,,,,,,,,,,,,,,,,1,0,H,0,0,D,C Pawson,7,13,3,5,13,10,7,3,3,4,0,0,Jonas Lössl,Tommy Smith,Chris Löwe,Zanka,Christopher Schindler,Philip Billing,Elias Kachunga,Aaron Mooy,Tom Ince,Rajiv van La Parra,Steve Mounie,Robert Elliot,Ciaran Clark,Jamaal Lascelles,Chancel Mbemba,Javier Manquillo,Matt Ritchie,Isaac Hayden,Ayoze Pérez,Mikel Merino,Christian Atsu,Dwight Gayle
2017-08-20,Tottenham Hotspur,Chelsea,,,,,,,,,,,,,,,,,,,,,1,2,A,0,1,A,A Taylor,18,9,6,2,14,21,14,3,3,3,0,0,Hugo Lloris,Kieran Trippier,Toby Alderweireld,Jan Vertonghen,Ben Davies,Victor Wanyama,Eric Dier,Mousa Dembélé,Dele Alli,Christian Eriksen,Harry Kane,Thibaut Courtois,Antonio Rüdiger,Andreas Christensen,César Azpilicueta,Marcos Alonso,N'Golo Kanté,Tiemoué Bakayoko,Victor Moses,David Luiz,Willian,Álvaro Morata
2017-08-21,Manchester City,Everton,,,,,,,,,,,,,,,,,,,,,1,1,D,0,1,A,R Madley,19,7,6,2,7,9,7,1,1,2,1,1,Ederson,Vincent Kompany,John Stones,Nicolás Otamendi,Kyle Walker,Kevin De Bruyne,Leroy Sané,David Silva,Fernandinho,Gabriel Jesus,Sergio Agüero,Jordan Pickford,Michael Keane,Ashley Williams,Phil Jagielka,Leighton Baines,Idrissa Gueye,Morgan Schneiderlin,Tom Davies,Mason Holgate,Dominic Calvert-Lewin,Wayne Rooney
2017-08-26,AFC Bournemouth,Manchester City,,,,,,,,,,,,,,,,,,,,,1,2,A,1,1,D,M Dean,9,19,3,8,13,14,2,5,5,4,0,1,Asmir Begovic,Steve Cook,Nathan Aké,Charlie Daniels,Adam Smith,Tyrone Mings,Dan Gosling,Andrew Surman,Harry Arter,Jermain Defoe,Joshua King,Ederson,Danilo,Vincent Kompany,Benjamin Mendy,Nicolás Otamendi,Kevin De Bruyne,David Silva,Fernandinho,Raheem Sterling,Gabriel Jesus,Bernardo Silva
2017-08-26,Crystal Palace,Swansea City,,,,,,,,,,,,,,,,,,,,,0,2,A,0,1,A,A Marriner,16,7,3,3,9,6,1,1,4,1,0,0,Wayne Hennessey,James Tomkins,Scott Dann,Timothy Fosu-Mensah,Joel Ward,Patrick van Aanholt,Luka Milivojevic,James McArthur,Jason Puncheon,Andros Townsend,Christian Benteke,Lukasz Fabianski,Mike van der Hoorn,Federico Fernández,Alfie Mawson,Martin Olsson,Leroy Fer,Tom Carroll,Sam Clucas,Kyle Naughton,Tammy Abraham,Jordan Ayew
2017-08-26,Huddersfield Town,Southampton,,,,,,,,,,,,,,,,,,,,,0,0,D,0,0,D,S Attwell,16,6,6,3,10,10,5,4,0,1,0,0,Jonas Lössl,Tommy Smith,Chris Löwe,Zanka,Christopher Schindler,Philip Billing,Elias Kachunga,Aaron Mooy,Tom Ince,Rajiv van La Parra,Steve Mounie,Fraser Forster,Cédric Soares,Maya Yoshida,Ryan Bertrand,Jack Stephens,Oriol Romeu,Steven Davis,Nathan Redmond,Dusan Tadic,Mario Lemina,Manolo Gabbiadini
2017-08-26,Manchester United,Leicester City,,,,,,,,,,,,,,,,,,,,,2,0,H,0,0,D,M Oliver,22,11,7,4,8,7,9,3,1,2,0,0,David de Gea,Eric Bailly,Phil Jones,Daley Blind,Luis Antonio Valencia,Paul Pogba,Juan Mata,Anthony Martial,Henrikh Mkhitaryan,Nemanja Matic,Romelu Lukaku,Kasper Schmeichel,Danny Simpson,Wes Morgan,Harry Maguire,Christian Fuchs,Marc Albrighton,Matty James,Wilfred Ndidi,Riyad Mahrez,Jamie Vardy,Shinji Okazaki
2017-08-26,Newcastle United,West Ham United,,,,,,,,,,,,,,,,,,,,,3,0,H,1,0,H,N Swarbrick,16,8,8,3,17,11,7,5,1,3,0,0,Robert Elliot,Ciaran Clark,Jamaal Lascelles,Chancel Mbemba,Javier Manquillo,Matt Ritchie,Isaac Hayden,Ayoze Pérez,Mikel Merino,Christian Atsu,Joselu,Joe Hart,Aaron Cresswell,Pablo Zabaleta,James Collins,Angelo Ogbonna,Mark Noble,André Ayew,Michail Antonio,Edimilson Fernandes,Declan Rice,Chicharito
2017-08-26,Watford,Brighton and Hove Albion,,,,,,,,,,,,,,,,,,,,,0,0,D,0,0,D,G Scott,8,16,0,2,7,18,3,11,0,1,1,0,Heurelho Gomes,Miguel Britos,Sebastian Prödl,Kiko Femenía,Christian Kabasele,Tom Cleverley,Nathaniel Chalobah,Abdoulaye Doucouré,Nordin Amrabat,Richarlison,Andre Gray,Mat Ryan,Bruno,Shane Duffy,Lewis Dunk,Markus Suttner,Dale Stephens,Anthony Knockaert,Solly March,Davy Pröpper,Pascal Groß,Tomer Hemed
2017-08-27,Chelsea,Everton,,,,,,,,,,,,,,,,,,,,,2,0,H,2,0,H,J Moss,18,7,7,0,12,7,6,3,2,2,0,0,Thibaut Courtois,Antonio Rüdiger,César Azpilicueta,David Luiz,Marcos Alonso,Cesc Fàbregas,N'Golo Kanté,Victor Moses,Willian,Pedro,Álvaro Morata,Jordan Pickford,Ashley Williams,Michael Keane,Phil Jagielka,Leighton Baines,Idrissa Gueye,Tom Davies,Mason Holgate,Sandro Ramírez,Gylfi Sigurdsson,Wayne Rooney
2017-08-27,Liverpool,Arsenal,,,,,,,,,,,,,,,,,,,,,4,0,H,2,0,H,C Pawson,18,8,10,0,6,9,4,3,2,4,0,0,Loris Karius,Dejan Lovren,Joseph Gomez,Alberto Moreno,Joel Matip,Georginio Wijnaldum,Jordan Henderson,Emre Can,Roberto Firmino,Sadio Mané,Mohamed Salah,Petr Cech,Laurent Koscielny,Rob Holding,Nacho Monreal,Héctor Bellerín,Aaron Ramsey,Alex Oxlade-Chamberlain,Granit Xhaka,Alexis Sánchez,Mesut Özil,Danny Welbeck
2017-08-27,Tottenham Hotspur,Burnley,,,,,,,,,,,,,,,,,,,,,1,1,D,0,0,D,L Mason,28,13,5,3,9,9,10,7,0,0,0,0,Hugo Lloris,Kieran Trippier,Toby Alderweireld,Jan Vertonghen,Ben Davies,Son Heung-Min,Eric Dier,Mousa Dembélé,Dele Alli,Christian Eriksen,Harry Kane,Tom Heaton,Matthew Lowton,James Tarkowski,Ben Mee,Stephen Ward,Jack Cork,Jóhann Gudmundsson,Robbie Brady,Steven Defour,Sam Vokes,Scott Arfield
2017-08-27,West Bromwich Albion,Stoke City,,,,,,,,,,,,,,,,,,,,,1,1,D,0,0,D,A Taylor,10,16,2,2,10,9,10,4,2,2,0,0,Ben Foster,Allan-Roméo Nyom,Chris Brunt,Craig Dawson,Ahmed Hegazi,James Morrison,Jake Livermore,Matt Phillips,Gareth Barry,Jay Rodriguez,Salomón Rondón,Jack Butland,Kurt Zouma,Bruno Martins Indi,Ryan Shawcross,Erik Pieters,Joe Allen,Geoff Cameron,Darren Fletcher,Eric Maxim Choupo-Moting,Jesé,Xherdan Shaqiri
2017-09-09,Arsenal,AFC Bournemouth,,,,,,,,,,,,,,,,,,,,,3,0,H,2,0,H,A Taylor,17,7,9,2,14,10,10,3,0,1,0,0,Petr Cech,Laurent Koscielny,Nacho Monreal,Shkodran Mustafi,Héctor Bellerín,Aaron Ramsey,Sead Kolasinac,Granit Xhaka,Alexandre Lacazette,Mesut Özil,Danny Welbeck,Asmir Begovic,Steve Cook,Nathan Aké,Tyrone Mings,Dan Gosling,Harry Arter,Charlie Daniels,Adam Smith,Ryan Fraser,Jermain Defoe,Joshua King
2017-09-09,Brighton and Hove Albion,West Bromwich Albion,,,,,,,,,,,,,,,,,,,,,3,1,H,1,0,H,C Kavanagh,12,12,6,3,9,4,2,6,2,0,0,0,Mat Ryan,Bruno,Shane Duffy,Lewis Dunk,Markus Suttner,Dale Stephens,Anthony Knockaert,Solly March,Davy Pröpper,Pascal Groß,Tomer Hemed,Ben Foster,Allan-Roméo Nyom,Jonny Evans,Craig Dawson,Ahmed Hegazi,Jake Livermore,Matt Phillips,Gareth Barry,Jay Rodriguez,Grzegorz Krychowiak,Salomón Rondón
2017-09-09,Everton,Tottenham Hotspur,,,,,,,,,,,,,,,,,,,,,0,3,A,0,2,A,G Scott,12,15,1,6,14,14,7,3,3,1,0,0,Jordan Pickford,Leighton Baines,Ashley Williams,Michael Keane,Cuco Martina,Gylfi Sigurdsson,Wayne Rooney,Idrissa Gueye,Morgan Schneiderlin,Davy Klaassen,Sandro Ramírez,Hugo Lloris,Toby Alderweireld,Jan Vertonghen,Davinson Sánchez,Kieran Trippier,Eric Dier,Moussa Sissoko,Christian Eriksen,Ben Davies,Harry Kane,Dele Alli
2017-09-09,Leicester City,Chelsea,,,,,,,,,,,,,,,,,,,,,1,2,A,0,1,A,L Mason,8,16,2,6,11,8,2,9,1,0,0,0,Kasper Schmeichel,Danny Simpson,Wes Morgan,Harry Maguire,Christian Fuchs,Marc Albrighton,Matty James,Wilfred Ndidi,Riyad Mahrez,Jamie Vardy,Islam Slimani,Thibaut Courtois,Antonio Rüdiger,César Azpilicueta,David Luiz,Marcos Alonso,N'Golo Kanté,Tiemoué Bakayoko,Victor Moses,Cesc Fàbregas,Pedro,Álvaro Morata
2017-09-09,Manchester City,Liverpool,,,,,,,,,,,,,,,,,,,,,5,0,H,2,0,H,J Moss,13,10,7,3,10,9,8,3,2,2,0,1,Ederson,Danilo,John Stones,Nicolás Otamendi,Kyle Walker,Kevin De Bruyne,David Silva,Benjamin Mendy,Fernandinho,Gabriel Jesus,Sergio Agüero,Simon Mignolet,Ragnar Klavan,Alberto Moreno,Joel Matip,Trent Alexander-Arnold,Georginio Wijnaldum,Jordan Henderson,Emre Can,Roberto Firmino,Sadio Mané,Mohamed Salah
2017-09-09,Southampton,Watford,,,,,,,,,,,,,,,,,,,,,0,2,A,0,1,A,L Probert,9,12,1,3,8,11,7,4,0,0,0,0,Fraser Forster,Cédric Soares,Ryan Bertrand,Jack Stephens,Wesley Hoedt,Oriol Romeu,James Ward-Prowse,Steven Davis,Nathan Redmond,Sofiane Boufal,Manolo Gabbiadini,Heurelho Gomes,Younes Kaboul,Kiko Femenía,José Holebas,Christian Kabasele,Tom Cleverley,Richarlison,Nathaniel Chalobah,Abdoulaye Doucouré,André Carrillo,Andre Gray
2017-09-09,Stoke City,Manchester United,,,,,,,,,,,,,,,,,,,,,2,2,D,1,1,D,N Swarbrick,10,18,5,8,10,10,5,11,0,0,0,0,Jack Butland,Kevin Wimmer,Kurt Zouma,Geoff Cameron,Erik Pieters,Joe Allen,Mame Biram Diouf,Darren Fletcher,Eric Maxim Choupo-Moting,Jesé,Xherdan Shaqiri,David de Gea,Eric Bailly,Phil Jones,Luis Antonio Valencia,Matteo Darmian,Paul Pogba,Ander Herrera,Nemanja Matic,Romelu Lukaku,Marcus Rashford,Henrikh Mkhitaryan
2017-09-10,Burnley,Crystal Palace,,,,,,,,,,,,,,,,,,,,,1,0,H,1,0,H,M Oliver,4,23,2,5,7,14,3,13,1,1,0,0,Tom Heaton,Matthew Lowton,James Tarkowski,Ben Mee,Stephen Ward,Jack Cork,Jóhann Gudmundsson,Robbie Brady,Steven Defour,Chris Wood,Sam Vokes,Wayne Hennessey,Joel Ward,Scott Dann,Jeffrey Schlupp,Timothy Fosu-Mensah,Yohan Cabaye,James McArthur,Jason Puncheon,Andros Townsend,Lee Chung-Yong,Christian Benteke
2017-09-10,Swansea City,Newcastle United,,,,,,,,,,,,,,,,,,,,,0,1,A,0,0,D,M Jones,10,16,4,8,11,15,7,5,2,3,0,0,Lukasz Fabianski,Martin Olsson,Alfie Mawson,Federico Fernández,Kyle Naughton,Leroy Fer,Tom Carroll,Sam Clucas,Renato Sanches,Tammy Abraham,Jordan Ayew,Robert Elliot,Ciaran Clark,Jamaal Lascelles,Javier Manquillo,Jesús Gámez,Jacob Murphy,Matt Ritchie,Isaac Hayden,Ayoze Pérez,Mikel Merino,Joselu
2017-09-11,West Ham United,Huddersfield Town,,,,,,,,,,,,,,,,,,,,,2,0,H,0,0,D,K Friend,19,10,3,2,11,14,10,3,1,2,0,0,Joe Hart,José Fonte,Winston Reid,James Collins,Aaron Cresswell,Pablo Zabaleta,Cheikhou Kouyaté,Pedro Obiang,Chicharito,Andy Carroll,Michail Antonio,Jonas Lössl,Tommy Smith,Chris Löwe,Zanka,Christopher Schindler,Philip Billing,Elias Kachunga,Aaron Mooy,Tom Ince,Rajiv van La Parra,Steve Mounie
2017-09-15,AFC Bournemouth,Brighton and Hove Albion,,,,,,,,,,,,,,,,,,,,,2,1,H,0,0,D,C Pawson,15,9,3,2,5,12,6,4,0,0,0,0,Asmir Begovic,Simon Francis,Nathan Aké,Charlie Daniels,Adam Smith,Andrew Surman,Marc Pugh,Harry Arter,Ryan Fraser,Jermain Defoe,Joshua King,Mat Ryan,Shane Duffy,Lewis Dunk,Liam Rosenior,Markus Suttner,Dale Stephens,Anthony Knockaert,Solly March,Davy Pröpper,Pascal Groß,Tomer Hemed
2017-09-16,Crystal Palace,Southampton,,,,,,,,,,,,,,,,,,,,,0,1,A,0,1,A,R Madley,14,13,3,4,14,13,5,5,5,1,0,0,Wayne Hennessey,Joel Ward,Scott Dann,Jeffrey Schlupp,Timothy Fosu-Mensah,Yohan Cabaye,Andros Townsend,James McArthur,Jason Puncheon,Ruben Loftus-Cheek,Christian Benteke,Fraser Forster,Cédric Soares,Ryan Bertrand,Maya Yoshida,Wesley Hoedt,Oriol Romeu,Steven Davis,Nathan Redmond,Dusan Tadic,Mario Lemina,Shane Long
2017-09-16,Huddersfield Town,Leicester City,,,,,,,,,,,,,,,,,,,,,1,1,D,0,0,D,J Moss,15,10,3,1,6,6,8,4,1,1,0,0,Jonas Lössl,Tommy Smith,Chris Löwe,Zanka,Christopher Schindler,Elias Kachunga,Aaron Mooy,Tom Ince,Danny Williams,Abdelhamid Sabiri,Laurent Depoitre,Kasper Schmeichel,Danny Simpson,Ben Chilwell,Wes Morgan,Harry Maguire,Andy King,Marc Albrighton,Wilfred Ndidi,Riyad Mahrez,Jamie Vardy,Kelechi Iheanacho
2017-09-16,Liverpool,Burnley,,,,,,,,,,,,,,,,,,,,,1,1,D,1,1,D,R East,35,5,9,4,7,9,12,2,1,2,0,0,Simon Mignolet,Ragnar Klavan,Andrew Robertson,Joel Matip,Trent Alexander-Arnold,Philippe Coutinho,James Milner,Emre Can,Roberto Firmino,Mohamed Salah,Daniel Sturridge,Nick Pope,Matthew Lowton,James Tarkowski,Ben Mee,Stephen Ward,Jack Cork,Jóhann Gudmundsson,Robbie Brady,Steven Defour,Chris Wood,Scott Arfield
2017-09-16,Newcastle United,Stoke City,,,,,,,,,,,,,,,,,,,,,2,1,H,1,0,H,S Attwell,14,13,3,4,13,11,7,5,3,1,0,0,Robert Elliot,Ciaran Clark,Jamaal Lascelles,Chancel Mbemba,DeAndre Yedlin,Matt Ritchie,Isaac Hayden,Ayoze Pérez,Mikel Merino,Christian Atsu,Joselu,Jack Butland,Kevin Wimmer,Kurt Zouma,Bruno Martins Indi,Erik Pieters,Joe Allen,Mame Biram Diouf,Darren Fletcher,Eric Maxim Choupo-Moting,Jesé,Xherdan Shaqiri
2017-09-16,Tottenham Hotspur,Swansea City,,,,,,,,,,,,,,,,,,,,,0,0,D,0,0,D,M Dean,26,4,8,0,11,9,11,1,1,3,0,0,Hugo Lloris,Toby Alderweireld,Jan Vertonghen,Davinson Sánchez,Kieran Trippier,Son Heung-Min,Eric Dier,Moussa Sissoko,Christian Eriksen,Harry Kane,Dele Alli,Lukasz Fabianski,Mike van der Hoorn,Alfie Mawson,Federico Fernández,Martin Olsson,Tom Carroll,Sam Clucas,Kyle Naughton,Renato Sanches,Tammy Abraham,Jordan Ayew
2017-09-16,Watford,Manchester City,,,,,,,,,,,,,,,,,,,,,0,6,A,0,3,A,A Taylor,7,28,1,10,8,6,3,11,2,0,0,0,Heurelho Gomes,Daryl Janmaat,Adrian Mariappa,José Holebas,Christian Kabasele,Tom Cleverley,Richarlison,Nathaniel Chalobah,Abdoulaye Doucouré,André Carrillo,Andre Gray,Ederson,Kyle Walker,John Stones,Benjamin Mendy,Nicolás Otamendi,Kevin De Bruyne,David Silva,Fernandinho,Raheem Sterling,Gabriel Jesus,Sergio Agüero
2017-09-16,West Bromwich Albion,West Ham United,,,,,,,,,,,,,,,,,,,,,0,0,D,0,0,D,P Tierney,6,9,1,1,15,7,2,3,2,2,0,0,Ben Foster,Kieran Gibbs,Jonny Evans,Craig Dawson,Ahmed Hegazi,James Morrison,Matt Phillips,Chris Brunt,Gareth Barry,Grzegorz Krychowiak,Jay Rodriguez,Joe Hart,José Fonte,Winston Reid,James Collins,Aaron Cresswell,Pablo Zabaleta,Cheikhou Kouyaté,Pedro Obiang,Chicharito,Andy Carroll,Michail Antonio
